,Message,Views,Date,Time
518,✅已核實消息港鐵應警方要求安排特別列車在朗屏站接載乘客離開車站 其他列車現時不停朗屏站Source: Now news,20.4K,2019-07-26,23:33
519,✅已核實消息元朗西鐵站下一停車場，有市民在一架私家車內發現藤條等物資，再打開車尾箱後發現，車尾箱藏有武士刀、木棍、藤條等物資，車尾箱另外有一頂疑似公安帽。暫時未知物品屬於何人。Source: fact check人員現場消息,21.4K,2019-07-26,23:46
520,✅已核實消息醫管局表示，截至晚上9時，8男1女送往博愛醫院，年齡介乎22至56歲，5人嚴重，4人情況穩定。Source: 醫管局,20.4K,2019-07-22,16:21
521,✅已核實消息醫管局表示，截至11點有17個傷者，其中10個仍然留醫（2個嚴重，8個穩定），7個已經出院Source: 醫管局,19.8K,2019-07-22,16:56
522,✅已核實消息警方在西區警署外展示黃旗警告Source: cable news,20.7K,2019-07-22,17:01
523,✅已核實消息警方在干諾道西舉黑旗，並向示威者發射催淚彈。Source: Now news,22.3K,2019-07-22,17:12
524,✅已核實消息警方在晚上7時發稿，指正由西向東進行驅散行動，並施放催淚煙，呼籲在場人士盡快離開，切勿衝擊警方防線，如非必要切勿前往有關地區。Source: 香港警察FB,23.4K,2019-07-22,17:23
525,✅已核實消息港鐵預計上環及西營盤一帶有較多群眾，個別車站因應情況或實施客流管理措施。Source: Now news,21.5K,2019-07-22,17:53
526,[反送中]Fact Check Channel pinned «✅已核實消息  728中環遮打花園集會附近休息站 *是次集會獲批不反對通知書  1. 循道衛理聯合教會香港堂 開放時間：開放至晚上十時 地址： 灣仔軒尼斯道36號 https://maps.app.goo.gl/3nrBmGu79CHJepxo8  2. 聖母聖衣堂 開放時間：開放至晚上十時（但會按需要延長開放，最新情況可以上該教堂面書專頁查閱） 地址：灣仔星街一號 Google map： https://goo.gl/maps/PGDkV9VobS5saQNHA  3. Around Wellington…»,22.4K,2019-07-22,19:58
527,✅已核實消息港鐵因應警方要求，晚上8時起港鐵線列車服務只維持來往上環至柴灣站；西營盤、香港大學及堅尼地城站列車服務暫停。Source: MTR app,23.8K,2019-07-22,21:04
528,✅已核實消息九巴103、108、117、934、936、904暫停服務。乘客可前往入境事務大樓乘搭往九龍方向巴士。Source: KMB,23.2K,2019-07-22,21:25
529,✅已核實消息警方呼籲示威者經上環地鐵站離開，否則作出拘捕Source: now news,23.6K,2019-07-22,22:48
530,✅已核實消息警方展開第二階段驅散行動，由兩方面向人群推進，一方面由西面信德中心一帶推進，另一方面由東面海港政府大樓一帶推進；南面內街亦設防線。警方呼籲示威者立即經上環站離開，否則會作出拘捕。Source: 香港警察,22.5K,2019-07-22,00:28
531,✅已核實消息港鐵尾班車時間港島線往柴灣方向上環0056中環0058金鐘0100灣仔0101銅鑼灣0104荃灣線往荃灣中環0054金鐘0056南港島線往海怡半島金鐘0105東涌線往東涌香港0050Source: MTR,20.6K,2019-07-23,23:10
532,✅已核實消息港鐵港島綫全線服務回復正常Source: RTHK news,18.5K,2019-07-23,01:25
533,✅已核實消息港鐵尾班車時間 [補充往堅尼地城方向]港島線往柴灣方向上環0056中環0058金鐘0100灣仔0101銅鑼灣0104港島線往堅尼地城方向上環0106中環0104金鐘0102灣仔0054銅鑼灣0052荃灣線往荃灣中環0054金鐘0056南港島線往海怡半島金鐘0105東涌線往東涌香港0050Source: MTR,56.2K,2019-07-24,00:24
534,✅已核實消息就今天在港島區的示威活動，警方共拘捕了最少49人，涉嫌未經批准集結、藏有攻擊性武器。警察公共關係科高級警司余鎧均稱，示威者使用的武力是愈演愈烈，由擲磚、鐵通，至現時會大肆破壞政府建築物及四處縱火，暴力程度令人髮指。她表示，示威者燃燒手推車上紙皮雜物，及燃燒垃圾桶的雜物，會威脅在場人士生命安全。她稱，示威者也有使用漆彈、用丫叉射鋼珠，警方也在場檢獲弓箭，但暫未發現有示威者曾使用。她又指，在林士街，有示威者由高處扔重型雜物、路牌向地面的警員。她沒有回應使用了多少催淚彈、橡膠子彈等武器，只稱就使用催淚彈，已加強與民居、商户、老人院聯繫，呼籲關好門窗。被問到警方使用催淚彈，多次射中記者及其他警員的問題，她稱警方用武力是較被動，視乎示威者用甚麼武力而決定，又強調警察有使用武力指引，希望透過武力令事件不會惡化，當達到目的後就會停止，現時使用的武力亦避免與示威者正面、近距離衝突。被問到是否警察使用的武力愈演愈烈，才令示威者也升級？她表示，警方今天表現克制、忍讓，用適當武力。有記者問今天警方發射催淚彈後就立刻推進防線，是驅趕示威者還是作出圍捕？她僅稱，警方會視乎現場環境，用合適武力。對於警棍疑鑲環的問題，她稱仍在跟進。而消防車和救護車是否不可進入示威區？她沒有收到消息。有記者問，警方就遊行發出反對通知書，反而令警方無法預計示威者會走到哪兒，是否同樣有風險，她指警方每次都會因應情況、情報去決定。Source: 香港01 live,18.9K,2019-07-25,16:17
535,✅已核實消息港澳辦表示堅定支持林鄭月娥依法施政，支持警方嚴正執法，全力追究違法事件。希望香港盡快走出政治紛爭，中央政府繼續貫徹落實一國兩制。Source: Now live,21.3K,2019-07-25,19:37
536,✅已核實消息國務院港澳事務辦公室新聞發言人楊光、徐露穎今舉行新聞發布會。發言人提出3點意見。第一，希望社會各界旗幟鮮明地反對激進、暴力示威，聲討激進份子所作的惡。第二，希望香港堅決守護法治，並向警隊致以崇高敬意。第三，希望香港盡快走出政治紛爭，發展經濟，形容中央了解青年在住房、就業等的怨氣，中央政府願為發展創造良好條件，給予港人便利，支持融入國家發展大局，把握機遇。對於一國兩制，發言人稱一國兩制落實成功，是保持長期繁榮穩定的最好安排，中央政府會繼續貫徹落實，這個方針不會變，不動搖，也相信香港人會把香港管治好。被問到很多香港人不相信一國兩制，國家可以怎樣令香港人安心？發言人指，問題核心在於如何理解一國兩制，一國是根本，有3條底線不可觸碰，一：不可威脅到國家安全；二：不可挑戰中央權力和基本法；三：不可利用香港對內地進行滲透破壞。強調有一國才有兩制。Source: NowTV live,17.1K,2019-07-25,23:17
537,✅已核實消息港澳辦發言人又表示，林鄭月娥上台以來積極施政，推動融入國家發展大局中做了大量工作。在修例工作的不足已做反思，71當天林鄭說會有施政新風，也有市民支持她。對於選舉行政長官的方式會否改變，發言人稱，香港有既定的選舉方式，要循序漸進地發展。對於香港人違法達義，發言人稱，無論目標有多麼高尚，都不能違法，不能使用暴力，支持警方全面追究。被問到應否獨立調查？發言人認為，目前最重要的是遏止暴力犯罪行為，相信在警隊執法及愛國愛黨人士努力下，社會會盡快恢復秩序。被問到元朗打人事件，是否有警黑合作，發言人稱，警務處處長已作出回應，有關的傳言是污衊，而警隊在這段期間付出了相當大程度的犧牲。有記者問解放軍會否介入？發言人僅稱，駐軍法有明確規定，不作補充。被問到如何看外部勢力介入？發言人指，西方一些不負責任的人說不負責任的話，扮演不太光彩的角色。發言人強調，香港事務是內政，不容被干涉，而西方政客頻頻說三道四，目的是想把香港攪亂，牽制中國發展，但無法得逞。Source: NowTV live,17.9K,2019-07-26,20:03
538,"⭕️特別呼籲發起公務員集會的顏武周遭大量市民投訴，請幫忙去信勞工處處長支持顏先生，以對沖投訴。歡迎自行在信內加減個人意見。------主旨：就顏武周先生因其申請集會而被無理投訴的查詢要求To: cl_office@labour.gov.hkcc: scsoffice@csb.gov.hk致：勞工處處長陳嘉信先生, JP 陳處長：本人得悉貴處二級助理勞工事務主任顏武周先生現正申請舉辦名為「公僕仝人，與民同行」的集會。近月，《逃犯條例》修訂爭議觸發香港多次大規模遊行示威，再加上警方處理方法亦引起廣泛關注及爭議，社會嚴重撕裂及對立。社會各界近日紛紛以聯署形式積極表達聲音，不少公務員亦加入行列。身為公僕一員的顏先生表示希望將這些聲音化作行動，向市民傳達公務員團隊聆聽到他們的聲音，願意告知政府，從而修補政府與市民之間的關係。本人十分欣賞顏先生的勇氣，願意承擔申辦集會此重任；同時非常支持顏先生的行動，讓公務員有機會在公餘時間表達對社會狀況的意見，對維護香港核心價值有莫大幫助。《基本法》第二十七條列明：「香港居民享有言論、新聞、出版的自由，結社、集會、遊行、示威的自由，組織和參加工會、罷工的權利和自由。」公務員作為香港居民一分子，應同樣享有這些權利，不應被侵犯。此外，《基本法》第三十九條又指出：「《公民權利和政治權利國際公約》、《經濟、社會與文化權利的國際公約》和國際勞工公約適用於香港的有關規定繼續有效，通過香港特別行政區的法律予以實施。」其中適用於香港特別行政區的國際勞工公約，包括《結社自由與保護組織權利公約》(87號)及《(公務員)勞動關係公約》(151號)。其中，後者明確提及公務員享有跟其他工人一樣的公民及政治權利，可以自由結社；而公務員工會則享有完全獨立於政府機構，不受後者干預的權利。本人認為，公務員透過組織或參與工會表達對於社會及政治事務的意見，甚至參與相關的活動或行動，理應受到充份的保護。因此，本人再次強調，本人絕對支持顏先生舉辦的集會，亦懇請貴處協助捍衛公務員在非執行公務時表達意見的權利。本人希望貴處回覆，假如顏先生或貴處其他同事因此事而遭無理投訴，貴處將如何處理。謝謝。市民XXX副本送：公務員事務局局長羅智光 先生, GBS, JP",17.5K,2019-07-26,23:33
539,✅已核實消息就728中西區衝突，警方落案起訴45人，當中44人被控暴動案，當中1人被加控一項襲警罪，另外1人被控藏有攻擊性武器。案件明日早上9時在東區裁判法院提堂。Source: RTHK news,17.9K,2019-07-26,23:46
540,✅已核實消息葵芳附近休息站Slow Motion Studio地址：葵涌美適工業大廈1樓A24小時開放有需要人士可聯絡Instagram: slowmotionstudioSource: fact check人員核實,16.4K,2019-07-27,13:15
541,⭕️31/7-2/8 活動整合———————————————31/7（三）聲援被捕義士時間：09:30集合，09:30開庭地點：東區裁判法院———————————————2/8（五）「公僕仝人，與民同行」公務員集會時間：19:00-21:00地點：中環遮打花園全城白手帶行動時間：全日職工盟呼籲全港市民在2/8戴上白手帶，以示對5/8全港三罷支持。,23.6K,2019-07-27,17:05
542,⭕️1/8-5/8活動整合———————————————1/8（四）1. 金融同路人快閃中環遮打花園時間：1915以傘為記 1930舉傘同行2. 網民發起沙田接放工打氣行動時間：晚上6時開始地點：沙田新城市廣場核心打氣區：由沙田火車站直至中間名店四角 (不阻市民出入)*參考726機場靜坐模式，以和理非方式同市民打氣，並傳播8月5日全港大罷工理念，而且更希望能夠利用手提電腦和ipad等工具，讓旅客分享和了解香港面對嘅政治困境———————————————2/8（五）1.「公僕仝人，與民同行」公務員集會時間：19:00-21:00地點：中環遮打花園*活動已獲發不反對通知書2. 全城白手帶行動時間：全日職工盟呼籲全港市民在2/8戴上白手帶，以示對5/8全港三罷支持。3. 醫護專職集會時間：暫定1700-2359地點：QEH網球場（正入紙申請愛丁堡廣場為集會場地）*不反對通知書申請中———————————————3/8 旺角再遊行時間：1430集合 1530起步路線：晏架街足球場➡️麥花臣籃球場*不反對通知書申請中————————————————4/8 1. 將軍澳反送中大遊行時間: 13:30集合 14:30出發路線: 寶翠公園➡️將軍澳單車館公園*遊行原定於7月28日舉行，現改期至8月4日，不反對通知書申請中2. 港島西大遊行時間: 16:00集合 16:30出發(可視乎人數提早出發)路線: 科士街臨時遊樂場➡️中山紀念公園*遊行原定於7月28日舉行，現改期至8月4日，不反對通知書申請中———————————————5/81. 全港三罷 七區集會*七區自發集會地點、詳情、不反對通知書等等，仍然有待落實。2. 網民自發：地鐵不合作運動2.0時間：0730地點：   綠線：鑽石山站   紅線：荔景   藍線：炮台山討論群組：https://t.me/mstopthem——————————————Source: Factcheck人員整合各tg群組資訊,21.4K,2019-07-27,17:19
